2216|AIREXPRESS S.A.|Aduanas de Cali|TRAFICO POSTAL|Calle 25N No. 5N-47. Local 6. |1991-11-19|9999-12-31
2220|PONY EXPRESS CARGO LTDA|Aduanas de Cali|TRAFICO POSTAL|Carrera 4N NO. 50-24. |1991-11-19|9999-12-31
2221|VENCELL CARGO E.U|Aduanas de Cali|TRAFICO POSTAL|Calle 48 Norte No. 2GN-24.|2007-01-22|2015-03-24
2222|Fanalca S.A. (T/E). Cali. Acopi-Yumbo|Aduanas de Cali|DEP PRIV TRANSF|CALLE 13 No.31A-80 URB.ACOPI-YUMBO|1989-03-03|2012-11-22
2223|Colomb. De Chasises Colcha S.A. T/E Cali|Aduanas de Cali|DEP PRIV TRANSF|CALLE 13 No.32-477 YUMBO|1997-07-10|9999-12-31
2224|Motos Jialing S.A. T/E.Cle44.|Aduanas de Cali|DEP PRIV TRANSF|CALLE 28 No. 4B-495|1995-04-20|2016-11-03
2225|Goodyear De Colombia S.A.|Aduanas de Cali|DEP PRIV TRANSF|CALLE 10 No. D15-39 YUMBO|1988-09-15|2012-11-30
2226|Mac S.A.|Aduanas de Cali|DEP PRIV TRANSF|CALLE 10 No.35-265 ACOPI|1988-09-15|2012-12-26
2227|Icollantas S.A. (T/E) Cali|Aduanas de Cali|DEP PRIV TRANSF|CARRERA 5a No.22-48|1989-02-27|2013-01-18
2228|CODINTER S.A.|Aduanas de Cali|DEP PRIV TRANSF|Cra 31A No. 10A-129. Cali|1991-11-19|2015-02-03
2230|INDUSTRIAS NORTECAUCANAS LTDA.|Aduanas de Cali|DEP PRIV TRANSF|KM 1 VIAMIRANDA A FLORIDA HC SAN ANTONIO|1991-11-19|2014-01-26
2231|IN BOND FERNANDO CASTRO|Aduanas de Cali|DEP FRANCO|AEROPUERTO ALFONSO BONILLA ARAGON |1991-11-19|9999-12-31
2232|IN BOND WESTERNS LIMITADA|Aduanas de Cali|DEP FRANCO|AEROPUERTO ALFONSO BONILLA ARAGON |1991-11-19|2015-11-17
2233|INVERSIONES ALASKA ( IN BOND ANDINO)|Aduanas de Cali|DEP FRANCO|AEROPUERTO ALFONSO BONILLA ARAGON |2003-12-12|2013-10-21
2234|BERNARDO ALVAREZ & CIA . LTDA( IN BOND CALI)|Aduanas de Cali|DEP FRANCO|AEROPUERTO ALFONSO BONILLA ARAGON |1991-11-19|2015-12-13
2236|MEXICHEM RESINAS COLOMBIA S.A.|Aduanas de Cartagena|DEP PRIV|VIA MAMONAL KM.8. FRENTE ISLA DE LA BRUJA|1991-11-19|2016-08-22
2238|TUBOS DEL CARIBE LTDA|Aduanas de Cartagena|DEP PRIV|PARQUE INDUSTRIAL CARLOS VELEZ POMBO K 1 CARRETERA TURBACO |2005-09-28|2015-09-30
2239|AGENCIA LOGISTICA DE LAS FUERZAS MILITARES|Aduanas de Cartagena|DEP PRIV|AV. SAN MARTIN BASE NAVAL ARC BOLIVAR|1991-11-19|9999-12-31
2242|ABONOS COLOMBIANOS S.A.|Aduanas de Cartagena|DEP PRIV|PASACABALLOS ZONA IND. MAMONAL KM.11|2008-05-22|2016-05-10
2243|CEMENTOS ARGOS S.A.|Aduanas de Cartagena|DEP PRIV|ZONA INDUSTRIAL MAMONAL KM. 7|1991-11-19|9999-12-31
2244|POLIPROPILENO DEL CARIBE S.A.|Aduanas de Cartagena|DEP PRIV|ZONA INDUSTRIAL MAMONAL KM. 8. |2006-05-19|2016-06-21
2245|EXXONMOBIL DE COLOMBIA S.A.|Aduanas de Cartagena|DEP PRIV|VIA MAMONAL KM.11|2006-03-06|2016-01-27
2247|INVERSIONES CASCABEL S.A.|Aduanas de Cartagena|DEP PRIV|MAMONAL KM 11|2005-06-27|2015-05-05
2248|AJOVER S.A.|Aduanas de Cartagena|DEP PRIV|MAMONAL KM 11|2006-03-06|2016-01-28
2249|COMANDO ARMADA NACIONAL|Aduanas de Cartagena|DEP PRIV|BOCAGRANDE, AV. SAN MARTIN|2006-10-10|2016-07-22
2253|Almagrario S.A.- C/Gena-Km.1.Via Mamon|Aduanas de Cartagena|DEP PUBL|KM.1.VIA MAMONAL BARRIO CEBALLOS|2007-12-05|2012-12-05
2254|Almagrario S.A. - Cartagena|Aduanas de Cartagena|DEP PUBL|CALLE 21B No.55-150 BARRIO EL BOSQUE|2008-01-16|2013-01-16
2255|Almaviva S.A. Cartagena - Calle 22|Aduanas de Cartagena|DEP PUBL|CALLE 22 No. 54 B -70.|2008-04-03|2013-04-03
2256|VOPAK COLOMBIA S.A|Aduanas de Cartagena|DEP PUBL|ZONA.IND. MAMONAL.KM.13.|2007-12-13|2012-12-13
2257|Muelles El Bosque S.A. Cartagena.|Aduanas de Cartagena|DEP PUBL|AVENIDA.PEDRO VELEZ No. 48-14 EL BOSQUE|2008-07-25|2016-12-21
2258|Dow Quimica De Colombia S.A. Cartagena|Aduanas de Cartagena|DEP PUBL|KM.14. ZONA INDUSTRIAL MAMONAL|2008-10-01|2017-08-02
2259|Contecar Tnal C/Nedor.C/Genas.A.Deposito|Aduanas de Cartagena|DEP PUBL|KM.1. VIA MAMONAL TERM.MARITIMO CONTECAR|2008-03-11|2013-03-06
2260|Algranel S.A.- Cartagena - Calle 29|Aduanas de Cartagena|DEP PUBL|CALLE 29 No. 30-428 VÍA MANGA.|2008-10-07|2017-07-04
2261|Soc.Portuaria Reg.Decartagenas.Adeposito|Aduanas de Cartagena|DEP PUBL|MANGA TERMINAL MARITIMO|2006-04-11|2016-05-10
2265|Puerto De Mamonal S.A.|Aduanas de Cartagena|DEP PUBL|TERMINAL MARITIMO CARTAGENA MAMONAL KM.7|2007-09-12|2012-11-30
2266|Sociedad Portuaria Mamonal S.A|Aduanas de Cartagena|DEP PUBL|ZONA MAMONAL KM.11 FRENTE ABOCOL|2008-05-19|2013-05-19
2267|SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA S.A|Aduanas de Cartagena|DEP PUB APOYO|MANGA TERMINAL MARITIMO|1991-11-19|2015-07-28
2268|TERMINAL DE CONTENEDORES DE CARTAGENA S A|Aduanas de Cartagena|DEP PUB APOYO|KM. 1 VÍA MAMONAL CRA 56 no. 5-541|1991-11-19|9999-12-31
2269|ALDEASA COLOMBIA LTDA|Aduanas de Cartagena|DEP FRANCO|AEROPUERTO RAFAEL NUÑEZ|1999-04-23|9999-12-31
2270|DEPOSITO FRANCO SOCIEDAD PORTUARIO REGIONAL CARTAGENA|Aduanas de Cartagena|DEP FRANCO|MANGA CRA. 26-3 AV. TERMINAL MARITIMO|1988-09-15|9999-12-31
2271|C.I. CURTIEMBRES MATTEUCCI LTDA.|Aduanas de Cartagena|DEP PRIV PROC I|ALBORNOZ CRA. 56 No 30-275|1991-11-19|2015-05-27
2273|DRYPERS ANDINA S.A.|Aduanas de Cali|DEP PRIV|KM 2 VIA SAN JULIAN S. QUILICHAO CAUCA|2005-12-23|2015-08-15
2274|Almacenar S.A.- Cucuta - Calle 21|Aduanas de Cúcuta|DEP PUBL|CALLE 21 NORTE No.10-25 AVDA. AEROPUERTO|2008-07-22|2013-07-22
2275|Almaviva S.A. Cucuta - Calle 10 .|Aduanas de Cúcuta|DEP PUBL|CALLE 10 No.7A-106|2008-07-10|2013-02-14
2276|Almaviva S.A. Cucuta Calle 19 #5-66|Aduanas de Cúcuta|DEP PUBL|CALLE 19 No.5-66|2008-03-12|2013-03-12
2277|Alpopular Cucuta|Aduanas de Cúcuta|DEP PUBL|AVENIDA 7 NO. 16N-55 ZONA INDUSTRIAL|2007-01-09|2017-04-24
2278|Consimex S.A. Cucuta Avda 10 Zona Indust|Aduanas de Cúcuta|DEP PUBL|AVENIDA 10 No.20N-50 Z. INDUSTRIAL|2009-01-28|2012-11-30
2279|Almandina Ltda - Cucuta - Calle 8.|Aduanas de Cúcuta|DEP PUBL|CALLE 8 No. 8-151 LOTE E11-7A MZ 6-7|2008-04-23|2013-04-23
2282|ARME S.A.|Impuestos y Aduanas de Manizales|DEP PRIV|ZONA INDUSTRIAL FRENTE A ESTACION DE SERVICIO LA VARIANTE|2005-09-19|2015-09-04
2284|COMERCIALIZADORA INTERNACIONAL INVERMEC S.A|Impuestos y Aduanas de Manizales|DEP PRIV|CARRERA 22 Nº 75-111|1991-11-19|2015-09-10
2286|C.I. SUPER DE ALIMENTOS S.A.|Impuestos y Aduanas de Manizales|DEP PRIV|VIA AL MAGDALENA KILOMETRO 10|2006-01-13|2016-01-14
2288|BELLOTA COLOMBIA S.A.|Impuestos y Aduanas de Manizales|DEP PRIV DI INT|PARQUE INDUSTRIAL JUANCHITO TERRAZA 8|1991-11-19|9999-12-31
2289|RAYOVAC- VARTA S.A.|Impuestos y Aduanas de Manizales|DEP PRIV DI INT|BODEGAS CARRERA 9 CON CALLE 3 VILLAMARIA|1991-11-19|2015-09-10
2290|COMERCIALIZADORA INTERNACIONAL INVERMEC S.A|Impuestos y Aduanas de Manizales|DEP PRIV DI INT|CARRERA 22 Nº 75-111|1991-11-19|9999-12-31
2291|Inversiones Iderna S.A. En Concordato|Impuestos y Aduanas de Manizales|DEP PRIV TRANSF|CALLE 106 No. 28-61|1988-09-15|9999-12-31
2293|INDUSTRIAS HACEB S A|Aduanas de Medellín|DEP PRIV|Autopista Norte Calle 59 No.55-80 Kilometro 13, Copacabana, Antioquia|1991-11-19|2017-09-19
2299|ENERGIA & POTENCIA S.A.|Aduanas de Medellín|DEP PRIV|CARRERA 54 A No. 66A-100 ITAGUI|2006-09-18|2016-09-05
2300|COMERCIALIZADORA INTERNACIONAL JEANS S.A.|Aduanas de Medellín|DEP PRIV|Cra. 53 NO. 77 sur 120 La Estrella, Antioquia|2009-04-23|2014-04-23
2302|HOJALATA Y LAMINADOS S . A.  HOLASA|Aduanas de Medellín|DEP PRIV|CALLE 17 NO. 43F-122|2006-06-07|2016-04-11
2303|AMTEX S.A.|Aduanas de Medellín|DEP PRIV|CARRERA 51 No. 13-66|2005-11-03|2015-11-02
2304|COMPAÑIA GLOBAL DE PINTURAS  S.A.|Aduanas de Medellín|DEP PRIV|VEREDA BELEN KILOMETRO 1 AUTOPISTA MEDELLIN BOGOTA|2007-02-28|2015-09-02
2306|Almagrario S.A.- Medellin - Kra 50|Aduanas de Medellín|DEP PUBL|CARRERA 50 No. 29 SUR - 140 ENVIGADO|2008-01-16|2013-01-16
2307|Almaviva S.A. Medellin - Carrera 48.|Aduanas de Medellín|DEP PUBL|CARRERA 48 AVDA. VEGAS No. 25A SUR - 81|2008-10-08|2013-04-15
2308|Almaviva S.A. Aeropto Jose Maria Cordov|Aduanas de Medellín|DEP PUBL|AEROPUERTO J.M.CORDOBA TERMINAL DE CARGA|2008-03-12|2013-03-12
2309|Alpopular Envigado|Aduanas de Medellín|DEP PUBL|CARRERA 50 No.29SUR - 220|2006-08-24|2016-12-07
2310|Consimex S.A. Medellin Carrera 49|Aduanas de Medellín|DEP PUBL|CALLE 66A No 43-02 BD 102, 103, 104, 105|2007-10-02|2017-07-30
2311|Dapsa S.A. Medellin Carrera 42|Aduanas de Medellín|DEP PUBL|CARRERA 42 No. 67A-13/7 ITAGUI|2008-01-28|2013-01-28
2312|INCOLMOTOS-YAMAHA S.A. GIRARDOTA|Aduanas de Medellín|DEP PRIV|CALLE 30 # 40 - 09, iTAGUI |2006-12-12|2015-08-31
2313|DISTECNICAS LTDA|Aduanas de Medellín|DEP PRIV TRANSF|CARRERA 46 No.14-165|1991-11-19|2013-01-21
2314|AUTOTECNICA COLOMBIANA S.A.|Aduanas de Medellín|DEP PRIV TRANSF|CARRERA 42 AUTOSUR. No 45-77. ITAGUI|1991-11-19|2017-06-04
2315|Fanalca S.A ( T/E) Medellin|Aduanas de Medellín|DEP PRIV TRANSF|CARRERA 65 No.29-50|1989-03-03|9999-12-31
2316|Incolmotos - Yamaha S.A. T/E|Aduanas de Medellín|DEP PRIV TRANSF|COSTADO ORIENTAL KILOMETRO 20 AUTOPISTA NORTE GIRARDOTA ZONA RURAL VEREDA PORTACHUELO|2004-11-03|2016-12-21
2317|Sofasa S.A. (T/E)|Aduanas de Medellín|DEP PRIV TRANSF|CARRERA 49 No 39 sur 100|2009-01-19|2016-09-09
2318|Bonem S.A.|Aduanas de Medellín|DEP PRIV TRANSF|Calle 6 Sur No. 50 C ¿ 104. Medellin|1988-09-15|2013-09-08
2319|COLOMBIANA DE COMERCIO S.A.  CORBETA S.A. Y O ALKOSTO S.A.|Aduanas de Medellín|DEP PRIV TRANSF|CAR49 N.30 SUR-66 CL 30 S.No.48-113 ENV|2007-05-11|2014-06-30
2320|UMO UMO S.A. MEDELLIN|Aduanas de Medellín|DEP PRIV TRANSF|Cra 48 No. 14-86. Medellin|1991-11-19|2015-04-02
2321|AUTOTECNICA COLOMBIANA S.A.|Aduanas de Medellín|DEP PRIV|Cra 42 #45-77|2005-08-29|2015-07-17
2322|Colauto S.A.|Aduanas de Medellín|DEP PRIV TRANSF|Cra 42 No. 45-77. Itagui-Antioquia|2000-03-24|2017-08-09
2323|Industrias Faaca Colombia S.A.|Aduanas de Medellín|DEP PRIV TRANSF|Avenida 37B No. 42-155. Bod 5. Itagui-Antioquia|1988-09-15|2013-04-30
2324|ABE CARGO EXPRESS LTDA|Aduanas de Medellín|TRAFICO POSTAL|Carrera 43 No. 33-57. Local 135. |1991-11-19|2014-05-28
2325|ZAI CARGO E U|Aduanas de Medellín|TRAFICO POSTAL|Carrera 43 No. 30C - 64. |1991-11-19|9999-12-31
2326|MENSAYA LIMITADA|Aduanas de Medellín|TRAFICO POSTAL|Calle 47D NO. 70-133. |1991-11-19|9999-12-31
2327|LICORES DE COLOMBIA LTDA|Aduanas de Medellín|DEP FRANCO|Local 2242B Aeropuerto José María Córdova|1991-11-19|2015-11-04
2328|DISTRIBUIDORA COLOMBIANA DE SENTIMIENTOS DE BELLEZA S.A|Aduanas de Medellín|DEP FRANCO|Local 2242A Aeropuerto José María Córdova|1991-11-19|2016-12-22
2329|C.I.METALES Y DERIVADOS S.A.|Aduanas de Medellín|DEP PRIV PROC I|Carrera 50 #36-19|1991-11-19|9999-12-31
2330|INDUSTRIA COLOMBIANA DE CAFE S.A.|Aduanas de Medellín|DEP PRIV PROC I|CARRERA 50 # 6 SUR - 81|1991-11-19|9999-12-31
2331|ELECTRO PORCELANA GAMMA S A|Aduanas de Medellín|DEP PRIV PROC I|CARRERA 49 # 67 SUR - 680|1991-11-19|9999-12-31
2332|CELSA  S.A|Aduanas de Medellín|DEP PRIV PROC I|CALLE 50 # 40-20|1991-11-19|2015-09-10
2333|AMERICAN AIRLINES INC SUCURSAL COLOMBIANA|Aduanas de Medellín|PROV ABORDO | AEROPUERTO JOSE MARIA CORDOBA|1991-11-19|9999-12-31
2334|COMERCIALIZADORA SANTANDER S.A.|Impuestos y Aduanas de Pereira|DEP PRIV|Av Santander No. 11E-175|2007-04-16|2017-03-30
2335|SUZUKI MOTOR DE COLOMBIA S.A.|Impuestos y Aduanas de Pereira|DEP PRIV|Km. 15 Via Pereira Cerritos|1991-11-19|2015-12-14
2336|INVERSIONES GIRALDO BETANCUR SOCIEDAD EN COMANDITA SIMPLE|Impuestos y Aduanas de Pereira|DEP TRANSITORIO|Cra 7a No. 23-36|1991-11-19|9999-12-31
2337|SUZUKI MOTOR DE COLOMBIA S.A.|Impuestos y Aduanas de Pereira|DEP PRIV TRANSF|Km. 15 Via Pereira Cerritos|1991-11-19|2017-07-31
2338|PRODUCTORA DE INSUMOS AGROPECUARIOS SOMEX S.A.|Impuestos y Aduanas de Pereira|DEP PRIV TRANSF|Km. 15 Via Pereira Cerritos|1991-11-19|2015-05-07
2339|BUSSCAR DE COLOMBIA S.A.|Impuestos y Aduanas de Pereira|DEP PRIV TRANSF|KILOMETRO 14 VIA CERRITOS|1991-11-19|2015-05-07
2340|AYCO LTDA.|Impuestos y Aduanas de Pereira|DEP PRIV TRANSF|Av Las Americas No. 82-47|1991-11-19|2016-05-26
2343|EJERCITO NACIONAL CONTADURIA PRINCIPAL DEL COMANDO DEL EJERCITO|Impuestos y Aduanas de Santa Marta|DEP PRIV|BATALLON CORDOBA |2007-03-20|2017-12-23
2344|ECOPETROL S.A.|Impuestos y Aduanas de Santa Marta|DEP  PRIV COMB|KM. 12 VIA SANTA MARTA A CIENAGA |1991-11-19|9999-12-31
2345|Almagrario S.A. - Santa Marta-Term.Marit|Impuestos y Aduanas de Santa Marta|DEP PUBL|CARRERA 1B CALLE 7 BRR ANTIGUO BRR ANCON|2007-05-08|2017-07-25
2347|Soc. Portuaria Reg. De Santa Marta S.A.|Impuestos y Aduanas de Santa Marta|DEP PUBL|TERMINAL MARITIMO CARRERA 1 No. 10A-12|2007-10-24|2012-11-30
2348|Terminal De Graneles Liquidos Del Caribe  S.A.|Impuestos y Aduanas de Santa Marta|DEP PUBL|VIA AL BOQUERON|2005-02-16|2015-05-11
2353|CARBONES DEL CERREJON LIMITED|Impuestos y Aduanas de Riohacha|DEP PRIV|PUERTO BOLIVAR - HABÍA PORTETE|1991-11-19|2013-01-17
2355|San Andres Port Society S.A.|Impuestos y Aduanas de San Andrés|DEP PUBL|AVENIDA NEWBALL MLL|2007-03-20|2016-01-17
2356|Julio Barreneche-Almacol Planta 2 B/Vent|Impuestos y Aduanas de Buenaventura|DEP PUBL|AVENIDA PORTUARIA EDIFICIO ALMACOL.|2008-07-10|2013-07-10
2357|Almagrario S.A.- B/Ventura Term.Maritimo|Impuestos y Aduanas de Buenaventura|DEP PUBL|SILOS IDEMA TERMINAL MARITIMO|2007-01-22|2017-05-16
2358|Almaviva S.A. B/Ventura -Av. S.Bolivar|Impuestos y Aduanas de Buenaventura|DEP PUBL|AVENIDA SIMON BOLIVAR KM 4.|2008-04-18|2013-04-18
2359|Alpopular S.A. Buenaventura|Impuestos y Aduanas de Buenaventura|DEP PUBL|AVENIDA PORTUARIA KM. 4 Y 5|2007-12-06|2012-12-06
2360|Algranel S.A.- B/Ventura|Impuestos y Aduanas de Buenaventura|DEP PUBL|AVENIDA LARA MUELLE PETROLERO|2008-04-15|2013-04-15
2362|O.P.P. Granelera S.A. Soc Port.B/Ventura|Impuestos y Aduanas de Buenaventura|DEP PUBL|TERMINAL MARITIMO. SOC.PORTUARIA.|2008-09-08|2017-04-24
2363|C.I. De Azucares Y Mieles S.A Ciamsa|Impuestos y Aduanas de Buenaventura|DEP PUBL|CALLE 7A No. 18A-78.|2008-03-04|2013-03-04
2364|Julio Barreneche-Almacol Planta.1.B/Tura|Impuestos y Aduanas de Buenaventura|DEP PUBL|AVENIDA PORTUARIA EDIF ALMACOL PLANTA #1|2008-07-10|2013-07-10
2365|Graneles S.A. En Concordato|Impuestos y Aduanas de Buenaventura|DEP PUBL|SOC.PORTUARIA REGIONAL BODEGA12.MUELLE11|1994-04-13|2013-10-14
2366|Soc.Port.Regional B/Tura S.A.|Impuestos y Aduanas de Buenaventura|DEP PUBL|AVENIDA PORTUARIA EDIF. ADMON.|2008-08-08|2017-07-25
2371|Alandino Ltda.- Ipiales - Carrera 7.|Impuestos y Aduanas de Ipiales|DEP PUBL|CARRERA 7 No. 30-130 INTERIOR 2.|2008-08-01|2013-08-01
2373|Alpopular S.A.Ipiales Calle 19|Impuestos y Aduanas de Ipiales|DEP PUBL|CALLE 19 No.24-26 INTERIOR AVDA PANAMERICNA|2005-07-13|2013-10-31
2374|Almafrontera Ltda. - Ipiales- Cra.1|Impuestos y Aduanas de Ipiales|DEP PUBL|CARRERA.1No. 0-69.PANAMERICANA KM. 1|2008-08-29|2013-08-29
2375|Atemco Almacenamientos Temporales Ltda.|Impuestos y Aduanas de Ipiales|DEP PUBL|CARRERA.1 NORTE 5E-95 AV. PANAMERICANA|2008-09-02|2012-11-30
2377|Bodegas Asociadas Ltda|Impuestos y Aduanas de Ipiales|DEP PUBL|vía perimetral las cruces en la calle 3 Este No. 2-732|2006-01-31|2016-02-07
2378|Alpopular S.A.Ipiales Calle 17|Impuestos y Aduanas de Ipiales|DEP PUBL|CALLE 17 No. 7-35 OFICINA 11-09|2008-10-10|2012-11-30
2379|COOPERATIVA MULTIACTIVA DE INTRODUCTORES Y COMERCIALIZADORES DE HIDROCARBUROS Y SUS DERIVADOS DE LOS INDIGENAS Y NO INDIGENAS DE LA FRONTERA COLOMBO-VENEZOLANA|Impuestos y Aduanas de Maicao|DEP PRIV|KILOMETRO 2 VIA PARAGUACHON|1991-11-19|9999-12-31
2381|COMERCIALIZADORA ZAPATA Y HENRIQUEZ S.A.|Impuestos y Aduanas de Urabá|DEP PUBL|CORREGIMIENTO DE ZUNGO|2003-06-25|2014-06-10
2382|BANAGRICOLA S.A.|Impuestos y Aduanas de Urabá|DEP PUBL|CORREGIMIENTO NUEVA COLONIA|2008-05-27|2013-05-27
2384|C.I. UNION DE BANANEROS DE URABA S.A. - UNIBAN|Impuestos y Aduanas de Urabá|DEP PUBL|CANAL DE ZUNGO MUNICIPIO CAREPA|2008-07-31|2013-07-31
2385|CORRUGADOS DEL DARIEN S. A. CORDARIEN S.A.|Impuestos y Aduanas de Urabá|DEP PUBL|KILOMETRO 2 VÍA A TURBO|2008-12-23|2012-11-30
2386|INVERSIONES ARIZONA LTDA|Impuestos y Aduanas de Urabá|DEP PUBL|CARRERA 13 No. 96-50 BARRIO OBRERO|2008-10-21|2013-10-21
2387|ORGANIZACION TERPEL S.A.|Delegada de Impuestos y Aduanas de Puerto Carreño|DEP  PRIV COMB|Tranversal 14 No.8-46 Barrio Antonio Nariño|1991-11-19|9999-12-31
2388|ORGANIZACION TERPEL S.A.|Delegada de Impuestos y Aduanas de Puerto Carreño|DEP  PRIV COMB|Calle 26 No. 5-72 Barrio la Primavera segunda etapa, vía al Paujil|1991-11-19|9999-12-31
2390|ZF PERMANENTE ESPECIAL MAQUILAGRO|Aduanas de Bogotá|ZONA FRANCA|CRA 9a No. 97A-53 oficina 201|2007-12-20|2022-12-17
2391|ZF PERMANENTE ESPECIAL CERVECERIA DEL VALLE S.A.|Aduanas de Cali|ZONA FRANCA|LOTE No.5 ARROYOHONDO CLLE 15 CRA 25 YUM|2007-12-21|2022-12-21
2392|PARQUE AGROINDUSTRIAL DEL MAGDALENA MEDIO S.A.|Aduanas de Bogotá|ZONA FRANCA|Carrera 11 No. 82-01 oficina 1001|2007-11-13|2022-11-13
2393|ZF PERMANENTE ESPECIAL BIO D FACATATIVA|Aduanas de Bogotá|ZONA FRANCA|TER DE COMBUSTIBLES SABANA MANSILLAFACA|2007-11-23|2022-11-23
2394|ZF INDUSTRIAL DE BSS Y DE SS CIUDADELA SALUD S.A.|Aduanas de Bogotá|ZONA FRANCA|AUT NORTE 109 20 P 4|2007-11-29|2030-02-28
2395|ZF PERMANENTE PLIC S.A.|Aduanas de Bogotá|ZONA FRANCA|Cra 15 No 98 26   P 6|2008-02-14|2023-02-14
2396|INTEXZONA S. A. USUARIO OPERADOR DE ZONA FRANCA|Aduanas de Bogotá|ZONA FRANCA|Cra 7 No 74 56 P 13|2008-03-05|2023-03-05
2397|ZF PERMANENTE ESPECIAL AGROINDUSTRIAS DEL CAUCA|Aduanas de Cali|ZONA FRANCA|Via Pto Tej Guachene Im Ingenio la Cabaña|2008-01-08|2023-01-08
2398|ZF PERMANENTE PARQUE INDUSTRIAL DEXTON|Aduanas de Cartagena|ZONA FRANCA|KM 11 Via Mamonal|2008-01-23|2023-01-23
2401|ZONA FRANCA PERMANENTE ESPECIAL KCAG|Aduanas de Medellín|ZONA FRANCA|VDA CANAAN|2008-07-16|2023-02-19
2402|BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S.A.|Impuestos y Aduanas de Santa Marta|ZONA FRANCA|Carrera 1C No. 22-58 Piso 11|2007-12-19|2022-11-09
2403|ZF PERMANENTE LA CAYENA -ZOFRACAR|Aduanas de Barranquilla|ZONA FRANCA|Carrera 49C No.75-85|2007-10-26|2022-10-26
2404|ALMACENADORA GRAN COLOMBIA S.A.|Impuestos y Aduanas de Maicao|DEP PUBL|CORR PARAGUACHON|2008-03-26|2013-03-26
2405|ALMACENADORA CABO DE LA VELA SA C.22980|Impuestos y Aduanas de Maicao|DEP PUBL|CALLE 21 No. 11 - 81|2008-04-08|2013-04-08
2406|Almaviva S.A. Bogota - La Estancia|Aduanas de Bogotá|DEP PUBL|CRA 123 No.13D-38 BOD 6 P.IND LA ESTANCIA|2007-11-15|2012-11-15
2407|PRECOARTE S.A.|Aduanas de Bogotá|DEP FRANCO|MUELLE INTERNACIONAL LOCAL 003 AEROPUERTO EL DORADO|2008-09-01|9999-12-31
2408|AVIANCA. AEROVIAS EL CONTINENTE AMERICANO. MUELLE INTERNAL EL DORADO|Aduanas de Bogotá|PROV ABORDO |MUELLE INTERNACIONAL AEROPUERTO EL DORADO|2008-09-01|2016-06-07
2409|AVIANCA. AEROVIAS DELCONTINENTE AMERICANO S.A. MUELLE NACIONAL EL DORADO|Aduanas de Bogotá|DEP FRANCO|MUELLE NACIONAL AEROPUERTO EL DORADO|2008-09-01|9999-12-31
2410|DFASS COLOMBIA LTDA.|Impuestos y Aduanas de Pereira|DEP FRANCO|SALA INTERNACIONA AEROPUE. INTERNACIONAL MATECAÑA|2008-09-01|9999-12-31
2411|ZONA FRANCA TAYRONA S.A.|Impuestos y Aduanas de Santa Marta|ZONA FRANCA|CL 26 A 3 55 OF 504 ED PRADO PLAZA|2008-05-21|2023-05-21
2412|ZONA FRANCA PERMANENTE DE URABA S.A.U.|Impuestos y Aduanas de Urabá|ZONA FRANCA|CARR APARTADO BOMBA MOBIL NUMERO DOS|2008-07-02|2023-07-02
2413|CORPORACION DE FERIAS Y EXPOSICIONES SA USUARIO OPERADOR DE ZONA FRANCA|Aduanas de Bogotá|ZONA FRANCA|CR 37 24 67|2008-07-08|2023-07-08
2414|ZONA FRANCA  LAS AMERICAS  SA|Impuestos y Aduanas de Santa Marta|ZONA FRANCA|CR 1 N O 22 58 P 11 ED BAHIA CENT|2008-07-01|2023-07-01
2415|ECODIESEL COLOMBIA S.A|Impuestos y Aduanas de Bucaramanga|ZONA FRANCA|CR 27 48 43 OF 102 ED TEUSACA BARRAN|2008-07-22|2023-07-22
2417|PEPSICO ALIMENTOS Z.F. LTDA.|Aduanas de Bogotá|ZONA FRANCA|VDA LAFLORIDACORREDOR IND KM 3 FUNZA|2008-07-31|2023-07-31
2418|ALMACENES GENERALES DE DEPOSITO ALMAGRARIO S A|Impuestos y Aduanas de Riohacha|DEP PUBL|CR SEPTIMA 71 52 P 9 TO A|2008-07-24|2013-07-24
2419|CONTINENTAL MAIL EXPRESS CO. LTDA COMEX CO. LTD|Aduanas de Cali|TRAFICO POSTAL|AV 4 N 38 N 76|2007-11-15|2012-11-15
2422|OPP GRANELES S.A.|Impuestos y Aduanas de Buenaventura|DEP PUBL|CALLE 6 No.19B-94|2008-06-11|2012-11-30
2423|BANAGRICOLA S.A. ZUNGO|Impuestos y Aduanas de Urabá|DEP PUBL|CL 26 SUR 48 12|2008-06-12|2013-06-12
2424|PALERMO SOCIEDAD PORTUARIA S.A|Aduanas de Barranquilla|DEP PUBL|CORREGIMIENTO DE PALERMO SITIO NUEVO|2008-07-10|2013-07-10
2425|ROLDAN Y CIA LTDA|Aduanas de Medellín|DEP PUBL|CARRERA 42No. 66A-25 BOD. 13 Y 14|2008-08-14|2013-08-14
2427|FEDCO S A|Aduanas de Barranquilla|DEP PRIV|CALLE 79N No.75-460|2008-11-01|2013-03-06
