2428|GABRIEL DE COLOMBIA S.A.|Aduanas de Bogotá|DEP PRIV TRANSF|CALLE 12A No.43-41|2008-12-01|2017-08-09
2429|ANDINA TRIM S A|Aduanas de Cartagena|DEP PRIV PROC I|TV 49 11 50|2008-12-01|9999-12-31
2431|ECOFERTIL S.A.|Impuestos y Aduanas de Buenaventura|DEP PRIV|CALLE 7 CON CARRERAS 18 A - 19 E|2008-08-12|2016-01-21
2432|PAUL CALLEY S A|Aduanas de Bogotá|ZONA FRANCA|VDA CANAVITA LT SAN ANDRES|2008-07-21|2023-07-21
2433|SIEMENS MANUFACTURING S.A.|Aduanas de Bogotá|ZONA FRANCA|CR 65 11 83|2008-07-28|2023-07-28
2434|ACERIAS PAZ DE RIO S A EN EJECUCION DE ACUERDO DE REESTRUCTURACION|Aduanas de Bogotá|ZONA FRANCA|CL 100 13 21 OF 601|2008-09-29|2023-09-29
2435|SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA S.A|Impuestos y Aduanas de Santa Marta|ZONA FRANCA|CR PRIMERA 10 A 12|2008-12-26|2023-12-26
2436|ALMACENES Y TALLERES MOTO PRECISION S.A.|Aduanas de Medellín|DEP PRIV|CL 73 A 45 71|2008-08-01|2013-08-01
2437|PROMOTORA NACIONAL DE ZONAS FRANCAS S.A.(ZF DE RIONEGRO)|Aduanas de Medellín|ZONA FRANCA|ZF VEREDA CHACHAFRUTO RIONEGRO|2008-02-21|2023-12-26
2438|FUERZA AEREA COLOMBIANA COMANDO FAC|Aduanas de Bogotá|DEP PRIV|AEROPUERTO EL DORADO BASE MILITAR CATAM|2006-05-11|2016-05-20
2439|UNIPLES S.A.|Aduanas de Medellín|DEP PRIV|CR 46   48  C SUR   40 BG  105 ENVIGADO|2008-02-27|2013-02-27
2441|C.C..G  CARGO  EXPRESS  E.U.|Aduanas de Bogotá|TRAFICO POSTAL|CRR 73 A No.49A-97|2008-03-03|2013-03-03
2442|C.C..G  CARGO  EXPRESS  E.U.|Aduanas de Medellín|TRAFICO POSTAL|CALLE 49 No. 80-30|2008-07-14|2013-07-14
2445|REFINERIA DE CARTAGENA S.A.|Aduanas de Cartagena|ZONA FRANCA|BRR MAMONAL CARR PASACABALLOS KM  12|2008-12-10|2023-10-11
2446|PALERMO SOCIEDAD PORTUARIA S.A|Aduanas de Barranquilla|DEP PUB APOYO|CORREGIMIENTO PALERMO MUN SITIO NUEVO|2008-12-15|2013-12-15
2447|ASECOEXPRESS LTDA|Aduanas de Bogotá|TRAFICO POSTAL|CR 74 B   55   70|2008-06-06|2014-05-27
2448|SERVIKOM LTDA|Aduanas de Bogotá|DEP PRIV TRANSF|AV EL DORADO   78   20 BRR BOGOTA COTA|2008-10-22|2013-10-22
2449|GYPLAC S.A.|Aduanas de Cartagena|ZONA FRANCA|KILOMETRO 6 VIA A MAMONAL|2008-01-24|2023-01-24
2451|IBERIA LINEAS AEREAS DE ESPAÑA S.A.|Aduanas de Bogotá|PROV ABORDO |TRANSV. 93 Nº52A-96 GATEGOURMET COLOMBIA|2008-04-08|2013-04-08
2452|AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA|Aduanas de Bogotá|PROV ABORDO |CENTRO ADMINISTRATIVO AVDA EL DORADO9330|2006-04-24|2015-07-06
2454|AMERICAN AIRLINES INC SUCURSAL COLOMBIANA|Aduanas de Bogotá|PROV ABORDO |RAMPA INTERNACIONAL CHARLIE 6|2008-10-24|2013-10-24
2456|AIR COMET  S.A    SUCURSAL  COLOMBIA|Aduanas de Bogotá|PROV ABORDO |CRA 103 No.25B-74 AEROSERVICIOS|2008-10-31|2013-10-31
2457|DELTA AIR LINES INC. SUCURSAL DE COLOMBIA|Aduanas de Bogotá|PROV ABORDO |CRA. 103 Nº 25B-74 AEROSERVICIOS|2009-01-30|2014-01-30
2458|AMERICAN AIRLINES INC SUCURSAL COLOMBIANA|Aduanas de Cali|PROV ABORDO |AEROPUERTO ALFONSO BONILLA LOCAL 1209|2007-03-13|2016-03-09
2460|BAYER CROPSCIENCE S.A.|Aduanas de Barranquilla|DEP PRIV PROC I|CARRERA 50 CALLE 8|2008-10-01|2013-10-01
2463|RIDUCO S.A.|Impuestos y Aduanas de Manizales|DEP PRIV TRANSF|CR 32   107    17|2007-11-21|2012-11-21
2464|CUPERZ S A|Aduanas de Bogotá|DEP PRIV TRANSF|TV 32C   22 B    64|2008-04-17|2014-07-17
2465|ESPUMLATEX S A|Aduanas de Medellín|DEP PRIV TRANSF|CALLE 46 No.41-69 BODEGAS E1 E7 ITAGUI|2009-01-14|2013-01-05
2466|HINO MOTORS MANUFACTURING COLOMBIA S.A.|Aduanas de Bogotá|DEP PRIV TRANSF|KILOMETRO 1.5 VIA SIBERIA COTA AL NORTE|2008-08-15|2013-08-15
2467|BUNDY COLOMBIA S.A.|Aduanas de Bogotá|DEP PRIV TRANSF|CR 13 A   6   98 PAR (!) INDUSTRIAL MONT|2008-09-30|2013-09-30
2468|ESPUMLATEX S A|Aduanas de Bogotá|DEP PRIV TRANSF|KM. 3 VIA FUNZA A SIBERIA PARQUE IND.GAL|2008-08-26|2013-08-26
2469|APSA GROUP - AUTOMOTIVE PLASTICS S.A.|Aduanas de Bogotá|DEP PRIV TRANSF|VIA CAJICA ZIPAQUIRA KM 4|2008-10-14|2013-10-14
2473|INDUSTRIAS METALURGICAS UNIDAS S.A.|Aduanas de Medellín|DEP PRIV DI INT|CL 50   53   107|2008-09-18|2013-09-18
2476|CROWN COLOMBIANA S.A.|Aduanas de Bogotá|DEP PRIV|VDA TIBITO VIA AUTODROMO DE TOCANCIPA A|2007-06-19|2017-07-03
2477|SOLLA S.A|Aduanas de Cali|DEP PRIV|CR 49 A 24 A 34 MUNICIPIO DE BUGA CARRET|2007-11-14|2016-01-16
2478|LLOREDA S.A.|Aduanas de Cali|DEP PRIV|CALLE 15  28 370 YUMBO|2007-12-14|2012-12-14
2479|CONQUIMICA S.A.|Aduanas de Cali|DEP PRIV|CALLE 15 No.32-571 Bod 2 Autop CaliYumbo|2008-07-24|2013-07-24
2480|MAKRO COMPUTO S.A.|Aduanas de Bogotá|DEP PRIV|KM 2 (!) PUNTO 5 VIA COTA BG 1 Y 2 PAR I|2007-12-21|2013-01-02
2481|CHALLENGER S.A.|Aduanas de Bogotá|DEP PRIV|DG  25 G   94   55|2008-04-23|2013-04-23
2482|C.I.EXPOFARO S.A.|Aduanas de Medellín|DEP PRIV|CR 52   29 A   111 LC 211|2008-05-27|2013-05-27
2483|ATLAS COPCO COLOMBIA LTDA.|Aduanas de Bogotá|DEP PRIV|CR 85 D    46 A   65 BG 6|2008-05-12|2013-05-12
2484|TECNOLOGIA EN CUBRIMIENTO S A|Impuestos y Aduanas de Manizales|DEP PRIV|KM 9 VIA AL MAGDALENA|2008-09-08|2013-09-08
2485|QUIMPAC DE COLOMBIA S.A|Impuestos y Aduanas de Buenaventura|DEP PRIV|AVENIDA COLPUERTOS No.18A-97|2009-02-19|2014-02-19
2486|GERMAN GAVIRIA S Y CIA LTDA DISTRIMOTOS|Impuestos y Aduanas de Pereira|DEP PRIV|AVENIDA 30 DE AGOSTO 83-15|2009-01-30|2014-01-30
2487|ZONA FRANCA ARGOS S.A.S.|Aduanas de Cartagena|ZONA FRANCA|ZN INDUSTRIAL MAMONAL KM 7|2008-01-18|2023-01-18
2488|VIDRIO ANDINO S A|Aduanas de Bogotá|ZONA FRANCA|CR 7   26   20 P 18|2008-11-11|2024-12-17
2489|ZONA FRANCA DE  OCCIDENTE S.A USUARIO OPERADOR|Aduanas de Bogotá|ZONA FRANCA|KM 1 VTE MOSQUERA|2008-12-29|2023-12-29
2490|ZONA FRANCA DEL EJE CAFETERO S.A|Impuestos y Aduanas de Armenia|ZONA FRANCA|KILOMETRO 13 VIA ARMENIA LA TEBAIDA QUIN|1996-10-30|2026-10-30
2491|C.I. PROMOTORA BANANERA S.A.|Aduanas de Medellín|DEP PUBL|CL 16 B SUR   42   97|2008-05-12|2013-05-12
2492|OPERADORA LOGISTICA DE SANTA MARTA S.A. OPERLOG S.A.|Impuestos y Aduanas de Santa Marta|DEP PUBL|CR 1   10 A 12 ARACATACA|2009-03-02|2014-03-02
2494|CORREOS ESPECIALIZADOS DE COLOMBIA CESCOL LTDA|Aduanas de Bogotá|TRAFICO POSTAL|TV 88 C   80 A   64|2007-08-08|2014-05-28
2495|CARGO ZONE ETC  Y CIA LTDA|Aduanas de Bogotá|TRAFICO POSTAL|TV 88 C 80 A 69|2008-01-18|2013-01-18
2496|ULTRA CARGO EXPRESS LIMITADA|Aduanas de Bogotá|TRAFICO POSTAL|CARRERA  74 A   52 A   40 BRR NORMANDIA|2008-01-16|2013-01-16
2497|SUMA CORP LTDA|Aduanas de Bogotá|TRAFICO POSTAL|CL 25 F   85 B   35 P 2|2008-02-21|2013-02-21
2498|24 EXPRESS S.A|Aduanas de Cali|TRAFICO POSTAL|AV 5B Norte  No. 22 N   36 local 1y2|2008-09-26|2013-02-11
2499|AVIAEXPRESS LTDA|Aduanas de Bogotá|TRAFICO POSTAL|CL 24   B   102   22 BRR FONTIBON|2008-02-27|2013-02-27
2500|J L M EXPRESS LTDA|Aduanas de Barranquilla|TRAFICO POSTAL|CL 45   18    45|2008-05-02|2013-04-01
2501|J &  G  BUSINESS  COURIER S.A.|Aduanas de Cali|TRAFICO POSTAL|AV 4 N   23 N   01|2008-03-19|2013-03-19
2502|ABC CARGO EXPRESS S.A.|Aduanas de Bogotá|TRAFICO POSTAL|AV CL 24   95   12 BG 45 PAR INDUSTRIAL|2008-04-22|2013-04-22
2503|EMPRESA NACIONAL DE MENSAJERIA PEGAEXPRESS LTDA|Aduanas de Bogotá|TRAFICO POSTAL|AV CALLE 100   60   04   CC MASTER CENTE|2008-05-09|2013-05-09
2504|ITC LATINAMERICA EXPRESS LTDA|Aduanas de Bogotá|TRAFICO POSTAL|CL 25 C   BIS   99   55 BRR FONTIBON|2008-04-30|2013-04-30
2505|CARGONET USA S.A.|Aduanas de Barranquilla|TRAFICO POSTAL|CR 51 B   82   254 P 5 OF 77|2008-06-04|2013-06-04
2506|SIN FRONTERAS COURRIER LTDA|Aduanas de Bogotá|TRAFICO POSTAL|CR 73 A   51 A   73|2008-07-09|2013-07-09
2507|LATINCOURIER E.U.|Aduanas de Cali|TRAFICO POSTAL|AV 6 N   37 N   25 LC 2   214  CHIPICHAP|2008-09-10|2013-09-10
2508|WORLD COURIER DE COLOMBIA S.A.|Aduanas de Bogotá|TRAFICO POSTAL|CARRERA 96HBIS No. 15A-25 PISO 2|2008-10-15|2013-10-15
2509|PREMIER GLOBAL SERVICE LIMITADA|Aduanas de Bogotá|TRAFICO POSTAL|CL 22 K   102   85|2009-01-14|2014-01-14
2510|OPP GRANELES S.A.|Impuestos y Aduanas de Buenaventura|DEP PUBL|SOC.PORTUARIA REGIONAL BODEGA12.MUELLE11|2008-10-14|2013-10-14
2511|TERMINAL DE CONTENEDORES DE CARTAGENA S A|Aduanas de Cartagena|ZONA FRANCA|KM 1 VIA A MAMONAL|2008-12-31|2038-12-31
2512|CADBURY ADAMS COLOMBIA S.A.|Aduanas de Cali|DEP PRIV|CR 35 No.16-80 BODEGA 6 C LOGISTICO YUMB|2009-02-10|2014-02-10
2513|GENERAL DE EQUIPOS DE COLOMBIA S A GECOLSA|Aduanas de Barranquilla|DEP PRIV|AUTOPISTA AL AEROPUERTO CARRERA 19|2008-12-09|2013-12-09
2514|CONTINENTAL AIRLINES INC|Aduanas de Bogotá|PROV ABORDO |LOCAL 1221A AEROPTO INTERNAL EL DORADO|2006-03-06|2015-06-21
2515|TOYOTA DE COLOMBIA S.A.|Aduanas de Bogotá|DEP PRIV|CR   7   71   52   TO A   P 13|2009-04-02|2014-04-16
2516|SOCIEDAD SENDEXPRESS LTDA|Aduanas de Bogotá|TRAFICO POSTAL|CALLE 52 A No.80A-58|2007-09-25|2014-12-28
2517|BAVARIA S.A.|Aduanas de Bogotá|DEP PRIV|AVENIDA BOYACA No.9-02|2007-03-27|2017-03-22
2518|COLOMBINA DEL CAUCA S A|Aduanas de Cali|ZONA FRANCA|PAR INDUSTRIAL EL PARAISO KM 2 VIA SAN J|2009-03-31|2024-03-31
2519|TERMOFLORES S.A. E.S.P.|Aduanas de Barranquilla|ZONA FRANCA|ZONA INDUSTRIAL DEL DISTRITO ESPECIAL IN|2009-04-15|2024-04-15
2520|ALPOPULAR ALMACEN GENERAL DE DEPOSITOS S.A.|Aduanas de Bogotá|DEP PUBL|CALLE 25 D No. 95 A 72- 80|2009-03-11|2014-03-11
2521|ALPOPULAR ALMACEN GENERAL DE DEPOSITOS S.A.|Aduanas de Bogotá|DEP PUBL|CL 17   7   35 OF 1109|2009-02-19|2014-02-19
2522|ALMAVIVA S. A.  - FUNZA|Aduanas de Bogotá|DEP PUBL|CTERA. CENTRAL DE OCCID. VÍA FONT.MOSQUE|2009-05-05|2014-05-05
2523|SNIDER & CIA S.A. COTA|Aduanas de Bogotá|DEP PUBL|VEREDA VUELTA GRANDE A 150 MT GLORIETA|2009-05-18|2014-05-18
2524|SOCIEDAD DE FABRICACION DE AUTOMOTORES S A SOFASA S A|Aduanas de Medellín|DEP PRIV|CARRERA 49 No. 39 SUR - 100|2009-05-14|2014-05-14
2527|IMPORTACIONES EL DORADO S A  LOCAL   LMI-001|Aduanas de Bogotá|DEP FRANCO|LOCAL   LMI-001 AEROPTO INTERNAL EL DORADO|2008-04-29|2013-04-29
2528|PROMOTORA DE CAFE COLOMBIA SA|Aduanas de Cali|DEP FRANCO|LOCAL 2233 PARTE ALTA DEL SATELITE INTERNACIONAL D|2008-09-30|2013-09-30
2530|IN BOND GEMA S.A.(LOCAL  Nº 2221A)|Aduanas de Bogotá|DEP FRANCO|MUELLE INTERNAL EL DORADO LOCAL  Nº 2221A|2001-03-02|2014-04-03
2532|DIAN-LETICIA|Impuestos y Aduanas de Leticia|DEP PUBL|CARRERA 11 No 8 - 25|2009-06-04|9999-12-31
2536|MADECENTRO COLOMBIA S.A.|Aduanas de Cali|DEP PRIV PROC I|CARRERA 15 No.17-28 BODEGA 2 YUMBO|2009-05-26|2014-06-03
2537|SOCIEDAD AIR FRANCE|Aduanas de Bogotá|PROV ABORDO |AEROP INTERNAL EL DORADO BOD L-96|2009-03-13|2014-03-13
2540|SERVICIOS POSTALES NACIONALES S.A|Aduanas de Cali|TRAFICO POSTAL|Avenida    3N No. 52N-33|2009-06-26|9999-12-31
2541|SERVICIOS POSTALES NACIONALES S.A|Aduanas de Barranquilla|TRAFICO POSTAL|Calle       30   No. 13C-07|2009-06-26|9999-12-31
2542|SERVICIOS POSTALES NACIONALES S.A|Aduanas de Bogotá|TRAFICO POSTAL|DG 25 G   95 A   55|2009-05-21|9999-12-31
2543|OPERADORA LOGISTICA DE SANTA MARTA S.A. OPERLOG S.A.|Impuestos y Aduanas de Santa Marta|DEP PUBL|CR 1   10 A 12|2009-06-05|2014-06-16
2544|SERVICIOS POSTALES NACIONALES S.A|Aduanas de Medellín|TRAFICO POSTAL|Carrera   64C No. 72  -20|2009-06-26|9999-12-31
2549|SCHNEIDER ELECTRIC DE COLOMBIA S.A|Aduanas de Bogotá|DEP PRIV|CALLE 25D BIS CRA 102A BODEGA 1|2009-05-19|2013-05-19
2550|TELEMARK SPAIN S.L SUCURSAL COLOMBIA|Impuestos y Aduanas de Pereira|ZONA FRANCA|AV 30  DE AGOSTO   38   33|2009-07-09|2024-07-09
2551|PUERTA DE LAS AMERICAS ZF S.A. USUARIO OPERADOR DE ZONA FRANCA|Aduanas de Cartagena|ZONA FRANCA|CORREG. PONTEZUELA KM 12 AUTOP CAR- BQ|2009-01-21|2014-01-21
2552|TEXTRON S.A.|Aduanas de Bogotá|DEP PRIV|CL 17 A   42 B   59|2009-04-16|2014-04-16
2553|QUIMICA INTERNACIONAL S A QUINTAL S A|Aduanas de Barranquilla|DEP PRIV PROC I|VIA 40   77 B   20|2008-10-27|2014-10-27
2694|NEXANS COLOMBIA S.A.|Impuestos y Aduanas de Bucaramanga|DEP PRIV|CR 29 A 34 A 403 BRR EL LLANITO|2009-08-10|2014-08-09
2706|DISTRIBUIDORA COLOMBIANA DE SENTIMIENTOS DE BELLEZA S.A|Aduanas de Bogotá|DEP FRANCO|AEROPUERTO EL DORADO MUELLE INTERNACIONAL LOCAL Nº LMI 009 PISO 2º|2009-04-22|2014-04-22
2707|MUELLES  EL BOSQUE  OPERADORES PORTUARIOS  S   A|Impuestos y Aduanas de Buenaventura|DEP PUBL|CARRERA 18 BARRIO SECTOR MUELLE PETROLERO|2009-07-27|2014-07-28
2715|JOHNSON & JOHNSON DE COLOMBIA S.A.|Aduanas de Bogotá|DEP PRIV|CARRERA 69 No.19A-71 BODEGA 4|2009-08-26|2014-08-25
2720|MASTERFOODS COLOMBIA LTDA.-EFFEM COLOMBIA LTDA.|Aduanas de Barranquilla|DEP PRIV|KM 3 VIA MALAMBO PIMSA CL 1  CR 1   1 P|2009-08-28|2014-08-28
2721|ZONA FRANCA DE MARINILLA|Impuestos y Aduanas de Buenaventura|ZONA FRANCA|BAHIA BUENAVENTURA ESTERO AGUACATE|2007-06-22|2037-06-22
2722|IN BOND DAVID S  S.A(Local LMI004)|Aduanas de Bogotá|DEP FRANCO|Local LMI004 .AEROPTO INTERNAL EL DORADO|2008-04-29|2013-04-29
2723|EL VIAJERO INTERNACIONAL LIMITADA (Local 2275)|Aduanas de Bogotá|DEP FRANCO|AEROPUERTO INTERNAL EL DORADO LOCAL  2275 |2006-01-18|2014-06-08
2725|CARVAJAL PULPA Y PAPEL S.A.S. ZONA FRANCA PERMANENTE ESPECIAL|Aduanas de Cali|ZONA FRANCA|KM 6  VIA YUMBO AEROPUERTO|2009-05-12|2014-05-12
2728|ADHESIVOS INTERNACIONALES S A  ADHINTER|Aduanas de Cali|DEP PRIV PROC I|CL 39   1   112 BRR SANTANDER|2009-08-27|2014-08-27
2729|COMERCIALIZADORA INTERNACIONAL TEQUENDAM|Impuestos y Aduanas de Santa Marta|DEP PRIV PROC I|CR 1   22   58 P 11 ED BAHIA CENTRO|2009-02-23|2014-02-23
2733|DURESPO S A|Aduanas de Medellín|DEP PRIV|CR 70   44 B   72|2009-05-19|2014-05-19
2735|INTERNATIONAL COURIER ON TIME S.A.|Aduanas de Bogotá|TRAFICO POSTAL|CARRERA 100 No.24D-14|2009-09-02|2014-09-02
2736|INTERNATIONAL COURIER ON TIME S.A.|Aduanas de Cali|TRAFICO POSTAL|CARRERA 5 No.17-47|2009-09-02|2014-09-02
2737|PAPELES DEL CAUCA S.A.|Aduanas de Cali|ZONA FRANCA|CARR CALI - PUERTO TEJADA  200 M T ADL P|2009-10-20|2024-10-20
2740|IN-BOND LICORES DE COLOMBIA LTDA.|Impuestos y Aduanas de Buenaventura|DEP FRANCO|RECINTOS SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A. FRENTE A LA BODEGA DE QUIMICOS|2008-07-28|2013-07-27
2746|DATECSA S.A.|Aduanas de Cali|DEP PRIV|CR 40   12 A 79 URB ACOPI|2009-11-30|2014-11-30
2749|UNITED MOTORS DE COLOMBIA E.U.|Aduanas de Bogotá|DEP PRIV TRANSF|CR 92     64 C   12|2009-11-09|2014-11-09
2750|PROMOTORA NAL DE ZONAS FRANCAS S.A.HSANV|Aduanas de Medellín|ZONA FRANCA|ZF VDA CHACHAFRUTO|2009-07-27|2014-07-27
2751|ZONA FRANCA PERMANENTE DEL CAUCA|Aduanas de Cali|ZONA FRANCA|CR 106  15A25 JURISDICCION MPIOS CALOTO|2009-12-28|2024-12-29
2752|ALPOPULAR ALMACEN GENERAL CARTAGENA|Aduanas de Cartagena|DEP PUBL|Z. INDUS. MAMONAL KM. 6 CARRE. COSTIQUE|2009-11-23|2014-11-23
2753|PROTISA COLOMBIA S.A.|Aduanas de Bogotá|ZONA FRANCA|CL 113   7   45  (!) TELEPORT BUSINESS P|2009-12-07|2024-12-07
2754|Z. F. PERMANEN SANTANDER S.A. USU. OPERA|Impuestos y Aduanas de Bucaramanga|ZONA FRANCA|CL 36   26   48 IN 110 OF  302  CENTRO E|2009-11-30|2014-11-30
2757|BELLOTA COLOMBIA S.A. COMERCIALIZADORA I|Impuestos y Aduanas de Manizales|DEP PRIV|PAR INDUSTRIAL JUANCHITO TERRAZA   8|2009-12-15|2013-12-15
2764|ZF DE BOGOTA SA USU OPE ZF PRAXAIR GASES|Aduanas de Bogotá|ZONA FRANCA|PAQ. INDUSTRIAL GRANSABANA MUNICIPIO TOC|2009-12-30|2024-12-30
2765|ZFPE CLINICA LOS NOGALES - UOZF BQLLA|Aduanas de Bogotá|ZONA FRANCA|TRANSV  23 No.94A-39|2009-12-30|2039-12-30
2766|ZFPE ECONTACT ECONTACT - UOZF PACIFICO|Impuestos y Aduanas de Manizales|ZONA FRANCA|CALLE 48 Y 48 A CARRERA 28 Y 29|2010-01-08|2024-01-08
2768|HALLIBURTON LATIN AMERICA S.A.|Aduanas de Bogotá|DEP PRIV PROC I|CR 7   71   52 P 7 TO B|2010-01-19|2015-01-18
2772|UNIPLES S.A.|Aduanas de Bogotá|DEP PRIV|CR 46   48  C SUR   40 BG  105|2009-12-30|2014-12-30
2774|ZF PERMANENTE ESPECIAL CLINICA PORTOAZUL|Aduanas de Barranquilla|ZONA FRANCA|CR 30 AV HAMBURGO ED ADMINISTRATIVO P 4|2009-12-02|2014-12-01
2776|ZONA FRANCA DE TONCANCIPA S.A. USUARIO O|Aduanas de Bogotá|ZONA FRANCA|CR 7    76   35 P 12|2009-06-08|2014-06-08
2778|COLECCIONES EXCLUSIVAS DE TEXTILES S. A.|Aduanas de Medellín|DEP PRIV|CR 52   7 SUR    100|2009-10-29|2014-10-28
2780|SIA & CARGA S.A.|Aduanas de Bogotá|DEP PUBL|CL 23   116   31 BG 9   10 Y 11 SEC FONT|2010-03-02|2015-03-02
2787|ZF ESPECIAL IND RENOVABLES DE COLOMBIA|Impuestos y Aduanas de Palmira|ZONA FRANCA|KM 6  VIA YUMBO AEROPUERTO|2010-02-12|2025-02-11
2810|PHARMETIQUE S.A.|Aduanas de Bogotá|DEP PRIV|CALLE 16 N o 65 B 65|2010-05-03|2015-05-02
2811|CONTINENTE S A CODIGO 25054|Aduanas de Barranquilla|DEP PRIV|CALLE 69 VIA 40-301 BODEGA 1|2010-04-27|2015-04-26
2812|ZF PERMANENTE ESPECIAL BIOENERGY|Aduanas de Bogotá|ZONA FRANCA|KILOMETRO 43 VIA PTO LOPEZ- PTO GAITAN|2010-03-01|2025-03-01
2815|SAPIA CI SAS|Aduanas de Medellín|DEP FRANCO|AEROPUERTO INTERNACIONAL JOSE MARIA CORDOBA LOCAL 28|2010-04-09|2015-04-09
2817|AEROREPUBLICA S.A.|Aduanas de Bogotá|PROV ABORDO |AV EL DORADO EN 1 TER AEREO SIMON BOLIVA|2010-04-12|2015-04-11
2821|ZONA FRANCA DE BOGOTA S A. UO FOSUNAB|Impuestos y Aduanas de Bucaramanga|ZONA FRANCA|calle 158 N° 20-95  - florida blanca|2010-05-26|2025-05-26
2825|UETA INC SUCURSAL COLOMBIA|Aduanas de Medellín|DEP FRANCO|APTO INTNAL JOSE MA,. CORDOBA LCAL 23|2010-05-20|2015-05-20
2826|AEROREPUBLICA S.A.|Aduanas de Medellín|PROV ABORDO |AEROPUERTO INTNAL JOSE MA. CORDOBA|2010-05-27|2015-07-30
2838|TRANSAIRE S.A.S|Aduanas de Bogotá|DEP PRIV TRANSF|CR 127   22 G    15 BG 1|2010-05-05|2015-05-04
2839|MECANELECTRO S. A.|Aduanas de Bogotá|DEP PRIV|CL 127 D   45   81|2010-04-19|2015-04-18
2840|SBT S.A.|Aduanas de Bogotá|DEP PRIV|CL 21   69 B   06|2010-06-24|2015-06-23
2841|ZFPE SOCIEDAD PORTUARIA  BARRANQUILLA|Aduanas de Barranquilla|ZONA FRANCA|SOCIEDAD PORTUARIA REGIONAL DE BARRANQUI|2009-07-22|2029-07-22
2842|HOJALATA Y LAMINADOS S . A.  HOLASA|Aduanas de Medellín|DEP PRIV PROC I|CL 17   43 F 122|2010-06-06|2015-06-06
2845|ZF PERMANENTE ESPECIAL PRODUCTOS FAMILIA|Aduanas de Bogotá|ZONA FRANCA|CR 106       15 A   25|2010-05-12|2025-05-11
2846|SAPIA C I SAS CODIGO 80|Aduanas de Bogotá|DEP FRANCO|LOCAL LMI012 AEROPUERTO EL DORADO|2010-07-07|2015-07-07
2847|INMOBILIARIA RTM LIMITADA|Aduanas de Medellín|DEP PRIV TRANSF|Cra 49 No 39 sur 100|2010-07-16|2015-07-16
2849|ZFPE CONVERGYS CUSTOMER MANAGEMENT COLOM|Aduanas de Bogotá|ZONA FRANCA|CL 93 11 A 11 OF 201 A 203 - 301 A 303|2010-06-16|2020-06-16
2850|SAPIA C I SAS|Aduanas de Medellín|DEP FRANCO|ARPTO INTNAL JO. MA. CORDOBA LOCAL 28|2010-04-19|2015-04-19
2851|IN BOND GEMA S.A.  CODIGO 83|Aduanas de Bogotá|DEP FRANCO|AEROPUERTO EL DORADO LOCAL 2206B|2010-07-23|2015-07-23
2852|GRUPO HERÓICA SAS|Aduanas de Cartagena|ZONA FRANCA|CENTRO DE CONVENCIONES CARTAGENA INDIAS|2010-07-15|2012-12-07
2853|ZONA FRANCA METROPOLITANA S.A.S. USUARIO|Aduanas de Bogotá|ZONA FRANCA|CL 72   5   83 OF 201|2010-02-10|2025-02-09
2854|ZF PERMANENTE ESPECIAL AGROINDUSTRIAL AG|Aduanas de Bogotá|ZONA FRANCA|CR 106       15 A   25|2010-03-19|2025-03-18
2855|ZF PERMANENTE ESPECIAL  ALIMENTOS NARIÑO|Impuestos y Aduanas de Ipiales|ZONA FRANCA|CR 106       15 A   25|2010-06-01|2025-06-01
2861|SEGAR S A|Impuestos y Aduanas de Manizales|DEP PRIV|TERRAZA II PARUQE INDUSTRIAL MANIZALES|2010-08-09|2015-08-09
2862|ZFPE PROCESADORA DE ACEITE OROROJO|Impuestos y Aduanas de Bucaramanga|ZONA FRANCA|VEREDA LA MONEJA (MUN. SABANA TORRES)|2010-07-14|2025-07-14
2864|GRUPO PORTUARIO S.A. CODIGO 24360|Impuestos y Aduanas de Buenaventura|DEP PUBL|MUELLE 13 TERMINAL MARITIMO BUENAVENTURA|2009-02-27|2014-02-27
2865|ZFPE DE SALUD DE SABANETA|Aduanas de Medellín|ZONA FRANCA|CR 30 AV HAMBURGO ED ADMINISTRATIVO P 4|2010-05-06|2025-05-06
2866|ZFPE CLINICA MEGACENTRO PINARES|Impuestos y Aduanas de Pereira|ZONA FRANCA|ALD DEL AEROPUERTO ALFONSO BONILLA  ZN A|2010-08-05|2025-08-05
2868|FESTO LIMITADA|Aduanas de Bogotá|DEP PRIV|VDA LA PUNTA  AUT MEDELLIN KM  6   3   C|2010-09-08|2015-09-08
2869|SCHNEIDER ELECTRIC DE COLOMBIA S.A|Aduanas de Bogotá|DEP PRIV PROC I|CR 102 A   25 D   40|2010-09-08|2015-09-23
2870|OKRA LEASING INC|Aduanas de Bogotá|DEP PRIV PROC I|CD EMPRESARIAL METROPOLITANO MD 3 BG 13|2010-08-07|2015-08-07
2873|ZONA FRANCA INTERNACIONAL DE PEREIRA S.A|Impuestos y Aduanas de Pereira|ZONA FRANCA|CR 13   13   50 CC UNIPLEX OF 402   403|2010-07-15|2015-07-15
